requirement_id,module,feature,detailed_behavior,evidence_type,chapter_id,event_ids,timestamps,evidence_paths,classification,confidence,test_path,open_question_ids
CH09-F11,Hospitalización clínica y reporte de salud,Configuración de secciones para impresión,Configuración de reporte permite incluir adjuntos y ordenar títulos entre Títulos disponibles y Títulos para el reporte; al pie ofrece Cerrar e Imprimir.,VISIBLE,CH09,CH09-E0115 | CH09-E0126,00:24:10.000 | 00:24:26.200,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0115_00h24m10s000ms_abrupt_change.jpg | references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0126_00h24m26s200ms_DETAIL.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F12,Hospitalización clínica y reporte de salud,Resultado de Imprimir no demostrado,Al pulsar Imprimir aparece una confirmación de salida en lugar de un PDF visible. Ni los frames ni la comprobación del clip exacto demuestran que se genere o descargue un documento.,UNCERTAIN,CH09,CH09-E0127,00:24:28.000,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0127_00h24m28s000ms_abrupt_change.jpg,UNCERTAIN,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F13,Hospitalización clínica y reporte de salud,Intervalo visual discontinuo antes de repetir la confirmación,Entre E0129 y E0130 hay un salto de aproximadamente 146.6 segundos; luego se alterna de nuevo entre confirmación y configuración. No se infiere el estado intermedio ni un resultado de impresión.,UNCERTAIN,CH09,CH09-E0129 | CH09-E0130,00:24:47.200 | 00:27:13.800,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0129_00h24m47s200ms_DETAIL.jpg | references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0130_00h27m13s800ms_abrupt_change.jpg,UNCERTAIN,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F14,Hospitalización clínica y reporte de salud,Contenido del expediente impreso descrito verbalmente,"La conversación describe que el expediente incluiría datos del paciente, historial, duración, médicos, diagnóstico, signos vitales, medicamentos y notas de enfermería, pero el documento final no aparece legible en la evidencia visual.",VERBAL,CH09,CH09-E0129,00:24:47.200,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0129_00h24m47s200ms_DETAIL.jpg,VERBAL,MEDIUM,#/hospitalizaciones; #/clinica/reportes; npm test,
CH10-F01,"Orden médica, tratamientos y tarjeta de medicamentos",Listado de pacientes de Orden Médica,"Pestañas Activos, Inactivos, Tratamientos con cambios y Actualizaciones; búsqueda, paginación, columnas Nombre, Cédula, Fecha Nac., Triage, Hospitalización y Estatus; acciones Nuevo, Ver Órdenes y Registro XPO.",VISIBLE,CH10,CH10-E0008 | CH10-E0009,00:27:37.600 | 00:27:42.200,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0008_00h27m37s600ms_stable_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0009_00h27m42s200ms_settled.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0009_00h27m42s200ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch10-medical-orders-cards.test.mjs; tests/e2e/ch10.spec.mjs,CH10-Q011
CH10-F02,"Orden médica, tratamientos y tarjeta de medicamentos",Elección de tipo de documento,La acción Nuevo permite escoger Orden Médica o Tarjeta de medicamentos.,VISIBLE,CH10,CH10-E0011,00:27:43.800,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0011_00h27m43s800ms_abrupt_change.jpg,VISIBLE,HIGH,tests/e2e/ch10.spec.mjs,
CH10-F03,"Orden médica, tratamientos y tarjeta de medicamentos",Encabezado y tratamientos de tarjeta,"Formulario con paciente, cédula, hospitalización, triage, médicos y diagnósticos; pestañas y tabla de tratamientos; Agregar tratamiento, Guardar y Atrás.",VISIBLE,CH10,CH10-E0013,00:27:55.600,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0013_00h27m55s600ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch10-medical-orders-cards.test.mjs; tests/e2e/ch10.spec.mjs,
CH10-F04,"Orden médica, tratamientos y tarjeta de medicamentos",Editor detallado de tratamiento,"Modal con medicamento, médico, vía, dosis, frecuencia, duración, fechas, crónico, horarios, indicaciones enriquecidas y control Mostrar diluciones.",VISIBLE,CH10,CH10-E0020 | CH10-E0050,00:27:59.800 | 00:29:08.800,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0020_00h27m59s800ms_abrupt_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0050_00h29m08s800ms_abrupt_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0050_00h29m08s800ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch10-medical-orders-cards.test.mjs; tests/e2e/ch10.spec.mjs,CH10-Q006
CH10-F05,"Orden médica, tratamientos y tarjeta de medicamentos",Catálogos visibles de pauta y horarios,"Se observan vías IV/VO/SC/IM, frecuencias cada 4/6/8/12 horas, cada día, BID y TID, duraciones de 1 a 5 días, horarios de 30 minutos y PRN.",VISIBLE,CH10,CH10-E0021 | CH10-E0028 | CH10-E0031 | CH10-E0034 | CH10-E0042,00:28:00.400 | 00:28:14.000 | 00:28:22.800 | 00:28:26.200 | 00:28:42.400,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0021_00h28m00s400ms_stable_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0021_00h28m00s400ms_DETAIL.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0028_00h28m14s000ms_motion_progress.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0028_00h28m14s000ms_DETAIL.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0031_00h28m22s800ms_motion_progress.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0031_00h28m22s800ms_DETAIL.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0034_00h28m26s200ms_stable_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0034_00h28m26s200ms_DETAIL.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0042_00h28m42s400ms_abrupt_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0042_00h28m42s400ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch10-medical-orders-cards.test.mjs; tests/e2e/ch10.spec.mjs,CH10-Q003 | CH10-Q005
CH10-F06,"Orden médica, tratamientos y tarjeta de medicamentos",Derivación aparente de fecha final,"Al escoger cinco días se muestra un intervalo del 16 al 20 de junio; parece derivarse de inicio y duración, pero el clip no prueba la fórmula general.",INFERRED,CH10,CH10-E0035,00:28:27.200,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0035_00h28m27s200ms_motion_progress.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0035_00h28m27s200ms_DETAIL.jpg,INFERRED,MEDIUM,tests/ch10-medical-orders-cards.test.mjs; tests/e2e/ch10.spec.mjs,CH10-Q004
CH10-F07,"Orden médica, tratamientos y tarjeta de medicamentos",Composición de orden por etiquetas,"Agregar Orden abre un panel arrastrable con etiquetas clínicas, Nueva Etiqueta, Guardar y Cerrar; al agregar secciones aparecen editores enriquecidos y eliminación.",VISIBLE,CH10,CH10-E0072 | CH10-E0073 | CH10-E0091,00:29:30.800 | 00:29:31.400 | 00:29:52.400,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0072_00h29m30s800ms_abrupt_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0073_00h29m31s400ms_stable_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0091_00h29m52s400ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch10-medical-orders-cards.test.mjs; tests/e2e/ch10.spec.mjs,
CH10-F08,"Orden médica, tratamientos y tarjeta de medicamentos","Consulta de órdenes, tarjetas e historial","Modal con pestañas Órdenes médicas, Tarjetas de medicamentos e Historial de tratamientos; tabla de código, estatus, actualización y estatus PMC.",VISIBLE,CH10,CH10-E0109,00:30:13.200,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0109_00h30m13s200ms_settled.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0109_00h30m13s200ms_DETAIL.jpg,VISIBLE,HIGH,tests/e2e/ch10.spec.mjs,CH10-Q009 | CH10-Q010 | CH10-Q013
CH10-F09,"Orden médica, tratamientos y tarjeta de medicamentos",Impresiones de tarjeta de medicamentos,"El menú abierto de una tarjeta ofrece Imprimir tarjeta completa, Imprimir tarjeta simple e Imprimir conteo presencial. El frame no prueba las acciones del menú de una orden médica.",VISIBLE,CH10,CH10-E0109,00:30:13.200,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0109_00h30m13s200ms_settled.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0109_00h30m13s200ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch10-medical-orders-cards.test.mjs; tests/e2e/ch10.spec.mjs,CH10-Q009 | CH10-Q010 | CH10-Q013
CH10-F10,"Orden médica, tratamientos y tarjeta de medicamentos",Permisos y corrección clínica,"No se evidencia qué roles pueden crear, finalizar, modificar, eliminar o imprimir, ni la política de corrección de documentos clínicos firmados.",UNCERTAIN,CH10,CH10-E0112,00:31:12.200,references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/event_frames/CH10-E0112_00h31m12s200ms_abrupt_change.jpg | references/video-audit/chapters/CH10_orden_medica_tratamientos_y_tarjeta_de_medicamentos/detail_crops/CH10-E0112_00h31m12s200ms_DETAIL.jpg,UNCERTAIN,HIGH,tests/p0-immutable-records.test.mjs; tests/ch10-medical-orders-cards.test.mjs,CH10-Q001
CH11-F01,Agenda y turnos,Agenda filtrable por paciente,Criterio Paciente con selector buscable y ficha/filtro del paciente; calendario con eventos coloreados.,VISIBLE,CH11,CH11-E0010 | CH11-E0015,00:31:50.200 | 00:31:55.600,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0010_00h31m50s200ms_abrupt_change.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0010_00h31m50s200ms_DETAIL.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0015_00h31m55s600ms_stable_change.jpg,VISIBLE,HIGH,tests/ch11-agenda-visits.test.mjs; tests/e2e/ch11.spec.mjs,CH11-Q004
CH11-F02,Agenda y turnos,Navegación y vistas de calendario,"Controles anterior/hoy/siguiente y vistas Mes, Semana, Lista por semana y Lista por día; aparecen acciones Eliminar visitas y Crear.",VISIBLE,CH11,CH11-E0010,00:31:50.200,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0010_00h31m50s200ms_abrupt_change.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0010_00h31m50s200ms_DETAIL.jpg,VISIBLE,HIGH,#/agenda; npm test,
CH11-F03,Agenda y turnos,Formulario de creación de visita,"Paciente, DUI, empresa, inicio/fin, frecuencia/cantidad, clasificación, tipo y descuento; botones Cerrar y Guardar.",VISIBLE,CH11,CH11-E0022 | CH11-E0023,00:32:03.600 | 00:32:08.400,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0022_00h32m03s600ms_abrupt_change.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0022_00h32m03s600ms_DETAIL.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0023_00h32m08s400ms_motion_progress.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0023_00h32m08s400ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch11-agenda-visits.test.mjs; tests/e2e/ch11.spec.mjs,
CH11-F04,Agenda y turnos,Clasificación puntual o turno,El formulario expone las opciones Puntual y Turno para clasificar la visita.,VISIBLE,CH11,CH11-E0026 | CH11-E0027,00:32:28.600 | 00:32:29.200,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0026_00h32m28s600ms_settled.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0026_00h32m28s600ms_DETAIL.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0027_00h32m29s200ms_stable_change.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0027_00h32m29s200ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch11-agenda-visits.test.mjs; tests/e2e/ch11.spec.mjs,
CH11-F05,Agenda y turnos,Catálogo de tipos de visita,"Lista visible de servicios de enfermería, supervisión, medicina, terapias, nutrición, cuidador, psicología, trabajo social, visita espiritual, laboratorio y otras especialidades.",VISIBLE,CH11,CH11-E0040,00:32:44.200,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0040_00h32m44s200ms_stable_change.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0040_00h32m44s200ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch11-agenda-visits.test.mjs,
CH11-F06,Agenda y turnos,Detalle de visita finalizada,"Modal de visita con pestañas Agenda y Actualizaciones, datos del paciente/agenda, recurso asignado, observaciones y estado finalizado.",VISIBLE,CH11,CH11-E0050,00:32:51.800,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0050_00h32m51s800ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch11-agenda-visits.test.mjs; tests/e2e/ch11.spec.mjs,CH11-Q002 | CH11-Q004 | CH11-Q006 | CH11-Q008
CH11-F07,Agenda y turnos,Tipo de atención en liquidación,"Opciones primera visita, seguimiento y última visita dentro del detalle; se muestra una tarifa asociada al servicio.",VISIBLE,CH11,CH11-E0060,00:33:10.600,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0060_00h33m10s600ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch11-agenda-visits.test.mjs,
CH11-F08,Agenda y turnos,Ajustes al pago de servicio profesional,"Tabla y controles para motivo, monto y comentario de descuento/pago del servicio; Guardar y Cerrar.",VISIBLE,CH11,CH11-E0055 | CH11-E0060,00:33:00.600 | 00:33:10.600,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0055_00h33m00s600ms_abrupt_change.jpg | references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0060_00h33m10s600ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch11-agenda-visits.test.mjs; tests/e2e/ch11.spec.mjs,
CH11-F09,Agenda y turnos,Reglas de liquidación y permisos,"La visita muestra controles de tarifa, descuento, edición de pago, guardar y cerrar, pero no prueba qué roles pueden usarlos ni las reglas contables de la liquidación.",UNCERTAIN,CH11,CH11-E0055,00:33:00.600,references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0055_00h33m00s600ms_abrupt_change.jpg,UNCERTAIN,HIGH,tests/ch11-agenda-visits.test.mjs; tests/e2e/ch11.spec.mjs,
CH12-F01,Cuentas por pagar y pagos de servicios,Resumen de cuentas por pagar,"Pestañas Resumen y Pagos; en Resumen aparecen Facturas y Reclamos, tabla, búsqueda y acciones Generar planilla, Restricciones, Descargar y Limpiar Tabla.",VISIBLE,CH12,CH12-E0004,00:33:30.600,references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0004_00h33m30s600ms_abrupt_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0004_00h33m30s600ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch12-professional-payables.test.mjs; tests/e2e/ch12.spec.mjs,CH12-Q011
CH12-F02,Cuentas por pagar y pagos de servicios,Listado de pagos de servicios,"Registros con selección, búsqueda, paginación y columnas Recurso, Fecha Visita, Paciente, Monto, Estatus y Est. Visita; se ven Pendiente de pago y Finalizada.",VISIBLE,CH12,CH12-E0016,00:34:17.000,references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0016_00h34m17s000ms_abrupt_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0016_00h34m17s000ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch12-professional-payables.test.mjs; tests/e2e/ch12.spec.mjs,CH12-Q001 | CH12-Q002 | CH12-Q003
CH12-F03,Cuentas por pagar y pagos de servicios,Acciones de pagos y reportes,"Acciones visibles Editar Grupo, Reporte Por Recurso y un segundo reporte cuyo rótulo queda parcialmente oculto.",VISIBLE,CH12,CH12-E0016,00:34:17.000,references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0016_00h34m17s000ms_abrupt_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0016_00h34m17s000ms_DETAIL.jpg,VISIBLE,MEDIUM,tests/e2e/ch12.spec.mjs,CH12-Q001 | CH12-Q002 | CH12-Q003
CH12-F04,Cuentas por pagar y pagos de servicios,Filtro de pagos,"Filtro por rango de fechas, recurso y estado con acciones Cerrar, Limpiar y Aplicar.",VISIBLE,CH12,CH12-E0010,00:34:02.200,references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0010_00h34m02s200ms_settled.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0010_00h34m02s200ms_DETAIL.jpg,VISIBLE,HIGH,tests/e2e/ch12.spec.mjs,
CH12-F05,Cuentas por pagar y pagos de servicios,Edición de pago de servicio profesional,"Modal con fecha, hospitalización, recurso, paciente, tarifa, monto, estatus, comentarios y tabla de conceptos con Agregar.",VISIBLE,CH12,CH12-E0022 | CH12-E0024,00:34:42.800 | 00:34:44.600,references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0022_00h34m42s800ms_stable_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0022_00h34m42s800ms_DETAIL.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0024_00h34m44s600ms_stable_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0024_00h34m44s600ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch12-professional-payables.test.mjs; tests/e2e/ch12.spec.mjs,CH12-Q004 | CH12-Q007
CH12-F06,Cuentas por pagar y pagos de servicios,Conceptos de adición o descuento,"Agregar concepto permite tipo Añadidura o Descuento, motivo requerido, monto y comentario.",VISIBLE,CH12,CH12-E0025 | CH12-E0027,00:34:47.600 | 00:34:49.800,references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0025_00h34m47s600ms_abrupt_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0027_00h34m49s800ms_motion_progress.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0027_00h34m49s800ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch12-professional-payables.test.mjs; tests/e2e/ch12.spec.mjs,CH12-Q006
CH12-F07,Cuentas por pagar y pagos de servicios,Catálogo visible de motivos,"Se observan motivos de añadidura como Tiempo extra, Excelencia, Mal agendado, Paciente especial y Transporte, y diversos motivos de descuento por retraso, inasistencia, cambio de turno, cierre tardío, transporte y cumplimiento.",VISIBLE,CH12,CH12-E0029 | CH12-E0034 | CH12-E0040,00:34:55.800 | 00:35:02.000 | 00:35:07.600,references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0029_00h34m55s800ms_motion_progress.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0029_00h34m55s800ms_DETAIL.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0034_00h35m02s000ms_abrupt_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0034_00h35m02s000ms_DETAIL.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0040_00h35m07s600ms_stable_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0040_00h35m07s600ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch12-professional-payables.test.mjs; tests/e2e/ch12.spec.mjs,CH12-Q005
CH12-F08,Cuentas por pagar y pagos de servicios,Reglas financieras de montos y aprobación,"Los montos y estados son datos observados; el capítulo no demuestra fórmulas, tratamiento contable/fiscal, permisos de aprobación ni inmutabilidad posterior a planilla.",UNCERTAIN,CH12,CH12-E0022,00:34:42.800,references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0022_00h34m42s800ms_stable_change.jpg | references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0022_00h34m42s800ms_DETAIL.jpg,UNCERTAIN,HIGH,tests/ch12-professional-payables.test.mjs,CH12-Q004 | CH12-Q007
CH13-F01,Compras y compras al por mayor,Listado de compras,"Tabla con Acciones, Tipo, Número, Proveedor, Total, # Factura, Fecha, Estado y Registro PT; búsqueda, paginación y exportación Excel.",VISIBLE,CH13,CH13-E0004,00:36:46.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0004_00h36m46s400ms_abrupt_change.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0004_00h36m46s400ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,CH13-Q001 | CH13-Q009
CH13-F02,Compras y compras al por mayor,Estados visibles de compra,"Se observan Compra Recibida y Pendiente, además de Registro PT Sin Registro o Pendiente.",VISIBLE,CH13,CH13-E0004,00:36:46.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0004_00h36m46s400ms_abrupt_change.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0004_00h36m46s400ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,CH13-Q001 | CH13-Q009
CH13-F03,Compras y compras al por mayor,Elección de modalidad de compra,Nuevo permite escoger Orden de compra o Caja menuda.,VISIBLE,CH13,CH13-E0006 | CH13-E0035,00:36:50.400 | 00:37:37.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0006_00h36m50s400ms_abrupt_change.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0035_00h37m37s800ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,CH13-Q008
CH13-F04,Compras y compras al por mayor,Formulario de orden de compra,"Fecha, número de factura, observaciones, ítem, proveedor, presentación, costo y cantidad; permite agregar presentación/ítem y guardar.",VISIBLE,CH13,CH13-E0007,00:36:54.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0007_00h36m54s400ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,
CH13-F05,Compras y compras al por mayor,Tabla de ítems de orden,"Tabla Proveedor, Ítem, Costo, Cantidad, Presentación y Total con acciones Atrás y Guardar.",VISIBLE,CH13,CH13-E0027 | CH13-E0029,00:37:23.000 | 00:37:24.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0027_00h37m23s000ms_motion_progress.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0027_00h37m23s000ms_DETAIL.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0029_00h37m24s000ms_stable_change.jpg,VISIBLE,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,
CH13-F06,Compras y compras al por mayor,Formulario de compra por caja menuda,"Fecha, proveedor, factura, archivo de factura con Buscar, observaciones, ítem, presentación, costo, cantidad, impuesto y descuento.",VISIBLE,CH13,CH13-E0035 | CH13-E0052,00:37:37.800 | 00:38:22.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0035_00h37m37s800ms_abrupt_change.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0052_00h38m22s400ms_settled.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0052_00h38m22s400ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,CH13-Q008 | CH13-Q014
CH13-F07,Compras y compras al por mayor,Desglose de totales de caja menuda,"Tabla Ítem, Costo, Cantidad, Presentación, Impuesto, Descuento y Total; resumen Subtotal, Descuentos, Extra, Impuesto y Total. Los valores son datos del ejemplo, no reglas de cálculo confirmadas.",VISIBLE,CH13,CH13-E0065 | CH13-E0069,00:38:52.400 | 00:38:58.600,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0065_00h38m52s400ms_abrupt_change.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0069_00h38m58s600ms_stable_change.jpg,VISIBLE,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,CH13-Q004
