segment_id,source_audio_segment,start_ms,end_ms,start,end,confidence_avg,quality_flags,text
T00405,audio_018,2233000,2235000,00:37:13.000,00:37:15.000,0.3112,LOW_CONFIDENCE,El número de la picha.
T00406,audio_018,2235000,2237000,00:37:15.000,00:37:17.000,0.323,LOW_CONFIDENCE,Presente el piso.
T00407,audio_018,2239000,2241000,00:37:19.000,00:37:21.000,0.4737,LOW_CONFIDENCE,Ya me quiero 10.
T00408,audio_018,2241000,2243000,00:37:21.000,00:37:23.000,0.4601,LOW_CONFIDENCE,Le da a Javier.
T00409,audio_018,2243000,2245000,00:37:23.000,00:37:25.000,0.8377,,Y aquí está.
T00410,audio_018,2245000,2249000,00:37:25.000,00:37:29.000,0.8399,,Y se genera la orden de compras.
T00411,audio_018,2249000,2253000,00:37:29.000,00:37:33.000,0.5559,MEDIUM_CONFIDENCE,Ya le cuesta como una compra en esa lecida.
T00412,audio_018,2255000,2259000,00:37:35.000,00:37:39.000,0.9132,,Y está la opción de que yo ya tengo la compra.
T00413,audio_018,2259000,2263000,00:37:39.000,00:37:43.000,0.6308,MEDIUM_CONFIDENCE,Y le da un encaje menor de la taja chica.
T00414,audio_018,2263000,2265000,00:37:43.000,00:37:45.000,0.5317,LOW_CONFIDENCE,Pero en sí la compra.
T00415,audio_018,2265000,2270000,00:37:45.000,00:37:50.000,0.789,,Entonces selecciono el proveedor.
T00416,audio_018,2270000,2272000,00:37:50.000,00:37:52.000,0.3568,LOW_CONFIDENCE,Y el pasado.
T00417,audio_018,2272000,2276000,00:37:52.000,00:37:56.000,0.6662,MEDIUM_CONFIDENCE,Aquí tiene que subir.
T00418,audio_018,2276000,2280000,00:37:56.000,00:38:00.000,0.6974,MEDIUM_CONFIDENCE,Esto no está bueno pero sí tiene que subir la factura.
T00419,audio_019,2280000,2287000,00:38:00.000,00:38:07.000,0.3775,LOW_CONFIDENCE,"Es por cobra, entonces, la tiente subir, van a estar abajo."
T00420,audio_019,2293000,2298000,00:38:13.000,00:38:18.000,0.4285,LOW_CONFIDENCE,"Y, por la exigencia."
T00421,audio_019,2301000,2309000,00:38:21.000,00:38:29.000,0.5708,MEDIUM_CONFIDENCE,"Aquí están las precios por los que se han estado comprando, como el historial de Cocteau."
T00422,audio_019,2310000,2317000,00:38:30.000,00:38:37.000,0.6758,MEDIUM_CONFIDENCE,"Aquí se puede poner el puesto, ese es algo que le añadero, que no me funciona para mí."
T00423,audio_019,2320000,2326000,00:38:40.000,00:38:46.000,0.703,,Aquí le ponen extras y esto no servía como para la percepción.
T00424,audio_019,2326000,2331000,00:38:46.000,00:38:51.000,0.7895,,Aquí le tenía que poner el IVA.
T00425,audio_019,2331000,2337000,00:38:51.000,00:38:57.000,0.7225,,"En un principio, ni un solo me calculaba el IVA, pero después tenía que ponerla."
T00426,audio_019,2337000,2340000,00:38:57.000,00:39:00.000,0.7473,,Porque hicieron unos cámaras.
T00427,audio_019,2340000,2346000,00:39:00.000,00:39:06.000,0.6644,MEDIUM_CONFIDENCE,"Entonces, acá ya sabes lo que se va a pagar y de suma ya, un solo."
T00428,audio_019,2346000,2348000,00:39:06.000,00:39:08.000,0.4055,LOW_CONFIDENCE,Si yo le doy como dos.
T00429,audio_019,2348000,2349000,00:39:08.000,00:39:09.000,0.4803,LOW_CONFIDENCE,No lo doy.
T00430,audio_019,2349000,2351000,00:39:09.000,00:39:11.000,0.6566,MEDIUM_CONFIDENCE,No hay suma.
T00431,audio_019,2351000,2356000,00:39:11.000,00:39:16.000,0.7543,,"Acá si yo le doy el puesto de IVA, te suma."
T00432,audio_019,2356000,2362000,00:39:16.000,00:39:22.000,0.688,MEDIUM_CONFIDENCE,"Entonces, le doy agua tal y me sale la factura."
T00433,audio_019,2367000,2371000,00:39:27.000,00:39:31.000,0.5151,LOW_CONFIDENCE,"Y aquí hay como esta que está acá, de un mesca."
T00434,audio_019,2371000,2372000,00:39:31.000,00:39:32.000,0.5974,MEDIUM_CONFIDENCE,Ver.
T00435,audio_019,2377000,2380000,00:39:37.000,00:39:40.000,0.6278,MEDIUM_CONFIDENCE,La compra del cielo.
T00436,audio_019,2380000,2382000,00:39:40.000,00:39:42.000,0.3534,LOW_CONFIDENCE,Y la suma.
T00437,audio_019,2389000,2391000,00:39:49.000,00:39:51.000,0.8132,,Eso es de compra.
T00438,audio_019,2391000,2398000,00:39:51.000,00:39:58.000,0.8259,,"Entonces, cuando ya se ingresa la compra, esto hay que la sumar a la parte de inventario."
T00439,audio_020,2400000,2405000,00:40:00.000,00:40:05.000,0.2844,LOW_CONFIDENCE,"Vamos a la primera pos, ¿tienes boxe?"
T00440,audio_020,2410000,2410000,00:40:10.000,00:40:10.000,0.9094,POSSIBLE_REPETITION,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,"
T00441,audio_020,2410000,2427000,00:40:10.000,00:40:27.000,0.7064,,"Esta es una de las unidades donde están los comprometidos, ¿cuántos tienen pacientes?"
T00442,audio_020,2427000,2429000,00:40:27.000,00:40:29.000,0.7454,,"Ok, tienen reservado."
T00443,audio_020,2429000,2435000,00:40:29.000,00:40:35.000,0.6394,MEDIUM_CONFIDENCE,"Ah, que están los exigiles, mayor ya mandé y quedó con el paciente."
T00444,audio_020,2435000,2445000,00:40:35.000,00:40:45.000,0.6659,MEDIUM_CONFIDENCE,"Acasaron los movimientos, salidas, entradas, la revolución."
T00445,audio_020,2445000,2457000,00:40:45.000,00:40:57.000,0.8582,,"Los acusos que le llaman acá son descargas, que pasan a ser en el domicilio como los comprometidos."
T00446,audio_020,2457000,2469000,00:40:57.000,00:41:09.000,0.3918,LOW_CONFIDENCE,"Entonces, una broma, aquí me caí, los exigiles, ahí se le han oído los dos,"
T00447,audio_020,2469000,2477000,00:41:09.000,00:41:17.000,0.686,MEDIUM_CONFIDENCE,"y le ha hecho estar descarga, aquí es donde se van como estos insumos de medicamentos para la cuenta de pacientes,"
T00448,audio_020,2477000,2488000,00:41:17.000,00:41:28.000,0.7808,,"la carga del inventario. Mientras están como cerradas la cuenta, están como comprometidos en la cuenta de pacientes."
T00449,audio_020,2488000,2490000,00:41:28.000,00:41:30.000,0.8191,,Como inventario temporal.
T00450,audio_020,2490000,2492000,00:41:30.000,00:41:32.000,0.786,,Exacto.
T00451,audio_020,2492000,2494000,00:41:32.000,00:41:34.000,0.3631,LOW_CONFIDENCE,Contráncio.
T00452,audio_020,2494000,2508000,00:41:34.000,00:41:48.000,0.6465,MEDIUM_CONFIDENCE,"Entonces, si yo ya termino el servicio con el paciente, me voy a decirles. Acá encierras, o no, para nada."
T00453,audio_020,2508000,2517000,00:41:48.000,00:41:57.000,0.5539,MEDIUM_CONFIDENCE,"Y en la transacción. Están perdientes, ya son los comprometidos serrestuctables y también ser parciales."
T00454,audio_020,2517000,2519000,00:41:57.000,00:41:59.000,0.6799,MEDIUM_CONFIDENCE,los cielos faciales cuando
T00455,audio_021,2520000,2526420,00:42:00.000,00:42:06.420,0.7615,,"Estamos haciendo un conteo de enletal, pero que no está totalmente cerrada, sino que solamente"
T00456,audio_021,2526420,2530500,00:42:06.420,00:42:10.500,0.8127,,controliza cuánto tienen paciente para agregarlo.
T00457,audio_021,2530500,2531500,00:42:10.500,00:42:11.500,0.6499,MEDIUM_CONFIDENCE,Ok.
T00458,audio_021,2531500,2540500,00:42:11.500,00:42:20.500,0.4732,LOW_CONFIDENCE,"Entonces acá deshamos el nuevo cierre, y ahí se viene, va a estar ahí."
T00459,audio_021,2540500,2546500,00:42:20.500,00:42:26.500,0.6269,MEDIUM_CONFIDENCE,"Entonces acá pasa mi obra, ya pasó a cierre total."
T00460,audio_021,2546500,2551500,00:42:26.500,00:42:31.500,0.7938,,"Si yo le doy aprobación, ¿quién pasa cerrado?"
T00461,audio_021,2551500,2554500,00:42:31.500,00:42:34.500,0.7861,,Es como un paso.
T00462,audio_021,2554500,2555500,00:42:34.500,00:42:35.500,0.582,MEDIUM_CONFIDENCE,Sí.
T00463,audio_021,2555500,2562500,00:42:35.500,00:42:42.500,0.6939,MEDIUM_CONFIDENCE,"Porque antes, lo hicieron porque antes teníamos el conflicto de que decían para la infección"
T00464,audio_021,2562500,2564500,00:42:42.500,00:42:44.500,0.7714,,"paciente, pero queremos la cuenta ya."
T00465,audio_021,2564500,2569500,00:42:44.500,00:42:49.500,0.6934,MEDIUM_CONFIDENCE,"Entonces enfermerías hacia el pago al reportar, lo tenían ahí, nos pasaron el dato, acompañaron"
T00466,audio_021,2569500,2572500,00:42:49.500,00:42:52.500,0.6829,MEDIUM_CONFIDENCE,"los mentiras, todo, todo, todo, quedan como dos."
T00467,audio_021,2572500,2578500,00:42:52.500,00:42:58.500,0.7166,,"Y se encerraba, y nos olé a ver, y cuando regresaban ya las cosas, vemos que venía"
T00468,audio_021,2578500,2581500,00:42:58.500,00:43:01.500,0.6749,MEDIUM_CONFIDENCE,"algo de mal, que no se contabilizó."
T00469,audio_021,2581500,2587500,00:43:01.500,00:43:07.500,0.7964,,"Entonces, y los pacientes, los familiares de pacientes, decían, mira, pero ahí iba a"
T00470,audio_021,2587500,2588500,00:43:07.500,00:43:08.500,0.8396,,hacer cosas.
T00471,audio_021,2588500,2592500,00:43:08.500,00:43:12.500,0.7514,,"Entonces, y ya no había vuelta atrás, que pudiera hacer."
T00472,audio_021,2592500,2597500,00:43:12.500,00:43:17.500,0.7757,,"Entonces por eso se quedaron como en este en pausa, y este sí puede ser editado, antes"
T00473,audio_021,2597500,2598500,00:43:17.500,00:43:18.500,0.8732,,de cerrar.
T00474,audio_021,2598500,2606500,00:43:18.500,00:43:26.500,0.5633,MEDIUM_CONFIDENCE,"Entonces, y, lo voy a recarcar más, acá, está la creación de proveedores, todo lo"
T00475,audio_021,2606500,2613500,00:43:26.500,00:43:33.500,0.6943,MEDIUM_CONFIDENCE,"registro, verdad, sultatos, etcétera, las bodegas que teníamos, de algo así como la"
T00476,audio_021,2613500,2615500,00:43:33.500,00:43:35.500,0.6168,MEDIUM_CONFIDENCE,diserción que teníamos.
T00477,audio_021,2615500,2620500,00:43:35.500,00:43:40.500,0.656,MEDIUM_CONFIDENCE,"Y, digamos, yo manejaba también su mamá en el pan, porque a veces este, la repente"
T00478,audio_021,2620500,2625500,00:43:40.500,00:43:45.500,0.5933,MEDIUM_CONFIDENCE,"enfermería se me quedó hasta pero esta cosa, entonces, para reir, si no reiros algo"
T00479,audio_021,2625500,2632500,00:43:45.500,00:43:52.500,0.8491,,"tan mal, veíamos si era algo que estaba dentro del pan, ya se le hacía el traslado."
T00480,audio_021,2632500,2637500,00:43:52.500,00:43:57.500,0.5568,MEDIUM_CONFIDENCE,"También su perpisión, manejaba como aquí, ¿ok?"
T00481,audio_021,2637500,2639500,00:43:57.500,00:43:59.500,0.6298,MEDIUM_CONFIDENCE,Siempre yo mantenía de él.
T00482,audio_022,2640000,2642000,00:44:00.000,00:44:02.000,0.5846,MEDIUM_CONFIDENCE,Quiere salir a la emergencia.
T00483,audio_022,2643280,2646560,00:44:03.280,00:44:06.560,0.6772,MEDIUM_CONFIDENCE,Ahí llevaba hasta las muestras de la naturaleza.
T00484,audio_022,2647560,2650760,00:44:07.560,00:44:10.760,0.8698,,Los lotes y las series.
T00485,audio_022,2651960,2658760,00:44:11.960,00:44:18.760,0.8498,,"Porque se maneja lo que es la parte del envencimiento de medicamentos,"
T00486,audio_022,2659240,2664040,00:44:19.240,00:44:24.040,0.7574,,"igual los lotes de insumo, coyequipos, las series."
T00487,audio_022,2665720,2669480,00:44:25.720,00:44:29.480,0.826,,"Y acá, en kit de insumo."
T00488,audio_022,2670000,2673000,00:44:30.000,00:44:33.000,0.7507,,"Teníamos lo que llamábamos, ¿por qué?"
T00489,audio_022,2673400,2675640,00:44:33.400,00:44:35.640,0.6618,MEDIUM_CONFIDENCE,"Entonces aquí damos, ¿qué lleva a esto?"
T00490,audio_022,2678600,2680920,00:44:38.600,00:44:40.920,0.5397,LOW_CONFIDENCE,"Aquí lo voy a dar en el parque, entonces aquí va."
T00491,audio_022,2681080,2682600,00:44:41.080,00:44:42.600,0.6587,MEDIUM_CONFIDENCE,Esto lleva a este parque.
T00492,audio_022,2683840,2687200,00:44:43.840,00:44:47.200,0.6486,MEDIUM_CONFIDENCE,¿Qué es lo que hace a la hora de descartar?
T00493,audio_022,2687560,2691120,00:44:47.560,00:44:51.120,0.7698,,"Decían, voy a llevar un kit de eso."
T00494,audio_022,2691400,2695240,00:44:51.400,00:44:55.240,0.8246,,Entonces el muchacho solamente lo hablaba y ya se descargaba automáticamente
T00495,audio_022,2695280,2696920,00:44:55.280,00:44:56.920,0.6466,MEDIUM_CONFIDENCE,si me estaba calado un poco.
T00496,audio_022,2697080,2698080,00:44:57.080,00:44:58.080,0.963,,Sí.
T00497,audio_022,2699480,2702720,00:44:59.480,00:45:02.720,0.5888,MEDIUM_CONFIDENCE,"Decuraciones, kit de curación, por eso."
T00498,audio_022,2703040,2704040,00:45:03.040,00:45:04.040,0.5224,LOW_CONFIDENCE,Ya.
T00499,audio_022,2704200,2705680,00:45:04.200,00:45:05.680,0.5232,LOW_CONFIDENCE,Te daba lo que haces.
T00500,audio_022,2706640,2709960,00:45:06.640,00:45:09.960,0.5867,MEDIUM_CONFIDENCE,Esa vez acá tiene un parque de acusas.
T00501,audio_022,2710320,2713320,00:45:10.320,00:45:13.320,0.786,,También tenía una opción de faltar una cotización.
T00502,audio_022,2723800,2724800,00:45:23.800,00:45:24.800,0.4825,LOW_CONFIDENCE,Bueno.
T00503,audio_022,2726400,2727400,00:45:26.400,00:45:27.400,0.4144,LOW_CONFIDENCE,Lo da igual.
T00504,audio_022,2728360,2732880,00:45:28.360,00:45:32.880,0.4859,LOW_CONFIDENCE,"Me dirán, lo que ha habido envenimiento."
T00505,audio_022,2735080,2738560,00:45:35.080,00:45:38.560,0.863,,"Y acá me da la opción de dónde voy a descartar,"
T00506,audio_022,2738600,2742080,00:45:38.600,00:45:42.080,0.5943,MEDIUM_CONFIDENCE,a hacer la descartada de alimentaria general.
T00507,audio_022,2745160,2747400,00:45:45.160,00:45:47.400,0.8276,,"También me da la opción de la plantilla,"
T00508,audio_022,2747440,2750400,00:45:47.440,00:45:50.400,0.729,,"es que es lo que le mencionaste, puedo hablar de la cotización."
T00509,audio_022,2752600,2755520,00:45:52.600,00:45:55.520,0.9144,,Y que va a salir de la alimentaria general.
T00510,audio_022,2755920,2760000,00:45:55.920,00:46:00.000,0.588,MEDIUM_CONFIDENCE,Veamos que quiero esta cotización. Me jala el texto y lo que está cotización.
T00511,audio_023,2760000,2764000,00:46:00.000,00:46:04.000,0.5915,MEDIUM_CONFIDENCE,Y le desolucionara y me le da la destaca.
T00512,audio_023,2764000,2766000,00:46:04.000,00:46:06.000,0.7055,,Ok.
T00513,audio_023,2766000,2790000,00:46:06.000,00:46:30.000,0.4865,LOW_CONFIDENCE,Y me da la destaca.
T00514,audio_023,2790000,2818000,00:46:30.000,00:46:58.000,0.5951,MEDIUM_CONFIDENCE,Y le da la destaca.
T00515,audio_023,2818000,2830000,00:46:58.000,00:47:10.000,0.6266,MEDIUM_CONFIDENCE,"Acá se pide lotes, si es parturada o no, porque hay unos mísumos que son para uso interro."
T00516,audio_023,2830000,2848000,00:47:10.000,00:47:28.000,0.6782,MEDIUM_CONFIDENCE,"Acá tenemos los estudios, nosotros ya tenemos un estado de estudios, que es lo que nos sale allá, solo para hablar."
T00517,audio_023,2848000,2862000,00:47:28.000,00:47:42.000,0.7156,,"En honorarios, aquí está la opción donde tenemos la creación del médico con sus laborales, y que solamente los tira una localización para poder asalar el médico."
T00518,audio_023,2862000,2878000,00:47:42.000,00:47:58.000,0.5924,MEDIUM_CONFIDENCE,Aquí le puedo dar seguimiento.
T00519,audio_024,2880000,2887000,00:48:00.000,00:48:07.000,0.631,MEDIUM_CONFIDENCE,"- ¿Estás creando un horario? - Ajá, en un horario de seguimiento, esta no soy buena."
T00520,audio_024,2887000,2891000,00:48:07.000,00:48:11.000,0.6839,MEDIUM_CONFIDENCE,- ¿Qué le va a tener en el puesto? - Sí.
T00521,audio_024,2891000,2897000,00:48:11.000,00:48:17.000,0.436,LOW_CONFIDENCE,"- Ah, acá. - No lo sé, quiero que te quiera en la chica."
T00522,audio_024,2908000,2938000,00:48:28.000,00:48:58.000,0.878,POSSIBLE_REPETITION,"- No me parece el horario, no me parece lo que daron. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,"
T00523,audio_024,2938000,2949000,00:48:58.000,00:49:09.000,0.4659,LOW_CONFIDENCE,"- ¿Qué es el servicio? - Esa es una de servicios que ya vimos, hospitalización,"
T00524,audio_024,2949000,2958000,00:49:09.000,00:49:18.000,0.6215,MEDIUM_CONFIDENCE,"lo de ratrilles, el servicio de bomba, un dual, depuración o lo que se llama."
T00525,audio_024,2958000,2962000,00:49:18.000,00:49:22.000,0.6008,MEDIUM_CONFIDENCE,"En cuanto a tarifas, eso es lo que va a tener."
T00526,audio_024,2962000,2969000,00:49:22.000,00:49:29.000,0.5065,LOW_CONFIDENCE,"- ¿Tengan aquí los usuarios? ¿Permisos usar? Esto no es buena. - No, pero eso es..."
T00527,audio_024,2969000,2977000,00:49:29.000,00:49:37.000,0.6379,MEDIUM_CONFIDENCE,"- Aquí tienen la parte de descuentos, que es el momento que hagan las creaciones de descuentos,"
T00528,audio_024,2977000,2988000,00:49:37.000,00:49:48.000,0.7415,,"que me decían, ""Va, necesito que tenga un perfil de descuento, que sólo tenga 10% para los servicios,"
T00529,audio_024,2988000,2994000,00:49:48.000,00:49:54.000,0.6486,MEDIUM_CONFIDENCE,"para los que no tenga descuento, medicamentos no pueden tener descuento, aquí se va a jugar la vez""."
T00530,audio_024,2994000,3000000,00:49:54.000,00:50:00.000,0.6283,MEDIUM_CONFIDENCE,"Y si uno se entra, o también, ""Tengo que tener descuento de 15%""."
T00531,audio_025,3000000,3012000,00:50:00.000,00:50:12.000,0.5303,LOW_CONFIDENCE,"A estos son los acuantos ya propiedad, departados con el accedorado, con el accedorado de la aguja solamente se pactan el 15% en servicios,"
T00532,audio_025,3012000,3032000,00:50:12.000,00:50:32.000,0.5453,LOW_CONFIDENCE,"y se refieren al verlo de no, en actres que han pactado el 15% de un resellama de insumos y en nuestras plantas, en ASA tienen el 20% y el 15% tienen el 20% de servicio,"
T00533,audio_025,3032000,3042000,00:50:32.000,00:50:42.000,0.5836,MEDIUM_CONFIDENCE,el 25% y insumos 15%. Pero siguiente para creación de...
T00534,audio_025,3042000,3048000,00:50:42.000,00:50:48.000,0.5639,MEDIUM_CONFIDENCE,"-¿Quién te parece para que lo despliega? -Ajá, sí."
T00535,audio_025,3048000,3063000,00:50:48.000,00:51:03.000,0.8075,,"Lo que se me olvidó, señor Amina, en la parte del excluente clínico era que a las enfermeras en aplicación al darle guarda ya no les permitía volver a editar por cuestiones legales,"
T00536,audio_025,3063000,3079000,00:51:03.000,00:51:19.000,0.87,,pero yo sí podía evitarlo por cualquier error ortográfico y eso sí siempre tenía que estar revisando.
T00537,audio_025,3094000,3107000,00:51:34.000,00:51:47.000,0.8673,,"Podía verlo como en la categoría en la parque de evolución clínica, aquí permitía tanto al médico como a enfermería poder seleccionar los antecedentes."
T00538,audio_025,3107000,3122000,00:51:47.000,00:52:02.000,0.8637,,"En el caso de las alergias, igual ya estaba con el predeterminado todo, los antecedentes patológicos, las hábitas personales, la evolución clínica,"
T00539,audio_026,3120000,3132000,00:52:00.000,00:52:12.000,0.7162,,"La primera me permitía ver los signos vitales y quiero ver las notas de enfermería, igual me permitía editar aceras."
T00540,audio_026,3135000,3141000,00:52:15.000,00:52:21.000,0.8288,,"Puedo entrar, editarles y darle guarda eso más que todo era por cuestiones ortográficas."
T00541,audio_026,3142000,3147000,00:52:22.000,00:52:27.000,0.7,MEDIUM_CONFIDENCE,"De ahí, pues, esa parte de la medida medicinal que yo podía editar."
T00542,audio_026,3148000,3151000,00:52:28.000,00:52:31.000,0.3993,LOW_CONFIDENCE,Eso era ya en todos en una plataforma.
T00543,audio_026,3154000,3164000,00:52:34.000,00:52:44.000,0.6491,MEDIUM_CONFIDENCE,"Hay una aplicación que cuando yo llegué a la enfermera, ahí apareció aquí, en Cuba."
T00544,audio_026,3165000,3173000,00:52:45.000,00:52:53.000,0.7277,,"En el servicio profesional podía ver a un paciente seleccionado, eso estaba de cuenta, en este caso, en un paciente."
T00545,audio_026,3176000,3182000,00:52:56.000,00:53:02.000,0.7114,,"Al entrar, ya aparecía. El nombre del paciente, como que estaba asignado, la hora."
T00546,audio_026,3183000,3194000,00:53:03.000,00:53:14.000,0.8326,,"Y ella podía ver información general del paciente, podía ver el nombre, el diagnóstico, el médico contratante, los supervisores del turno."
T00547,audio_026,3195000,3215000,00:53:15.000,00:53:35.000,0.6917,MEDIUM_CONFIDENCE,"Ella le permitía hacer este caso, poner los signos vitales. Evaluaciones en este caso son las escalas en el paciente porque no tenían dispositivos y contaban con cantetas de menacentral, todo eso."
T00548,audio_026,3216000,3218000,00:53:36.000,00:53:38.000,0.797,,Permitía que...
T00549,audio_026,3219000,3221000,00:53:39.000,00:53:41.000,0.9569,,Y la nota de enfermería.
T00550,audio_026,3222000,3224000,00:53:42.000,00:53:44.000,0.7374,,¿Qué te parecía sincronizada aquí?
T00551,audio_026,3224000,3254000,00:53:44.000,00:54:14.000,0.9237,POSSIBLE_REPETITION,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no"
T00552,audio_027,3240000,3252420,00:54:00.000,00:54:12.420,0.6673,MEDIUM_CONFIDENCE,Me permitía compartirla y la podía mandar a Wasap.
T00553,audio_027,3252420,3257840,00:54:12.420,00:54:17.840,0.7611,,"Esto con el fin de que como el médico no siempre puede estar como pendiente, entrar al"
T00554,audio_027,3257840,3262560,00:54:17.840,00:54:22.560,0.8442,,"estudiante clínico, yo le podía compartir la nota que había generado el enfermero."
T00555,audio_027,3262560,3263560,00:54:22.560,00:54:23.560,0.8053,,Al doctor.
T00556,audio_027,3263560,3264560,00:54:23.560,00:54:24.560,0.3428,LOW_CONFIDENCE,"O sea, cosas."
T00557,audio_027,3264560,3265560,00:54:24.560,00:54:25.560,0.5501,MEDIUM_CONFIDENCE,Ok.
T00558,audio_027,3265560,3268560,00:54:25.560,00:54:28.560,0.8116,,De aquí ya lo paro de grabar.
T00559,audio_027,3268560,3270720,00:54:28.560,00:54:30.720,0.6336,MEDIUM_CONFIDENCE|NON_SPEECH,[MÚSICA]
