requirement_id,chapter_id,feature,detailed_behavior,classification,priority,evidence_paths,open_question_ids,route_id,react_route,react_files,component_ids,action_ids,parity_status,functional_status,persistence_status,permissions_status,performance_status,unit_test_ids,playwright_test_ids,selenium_test_ids,visual_test_ids,blocker_type,blocker_ids,blocker_reason,last_verified_sha,functional_fingerprint,notes
"CH11-F01","CH11","Agenda filtrable por paciente","Criterio Paciente con selector buscable y ficha/filtro del paciente; calendario con eventos coloreados.","VISIBLE","P1","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0010_00h31m50s200ms_abrupt_change.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0010_00h31m50s200ms_DETAIL.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0015_00h31m55s600ms_stable_change.jpg","CH11-Q004","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","","AGENDA-PATIENT-SEARCH|AGENDA-PATIENT-FILTER","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch11-agenda-patient-filter","SEL-CH11-AGENDA-PATIENT-FILTER","","","CH11-Q004","","772286245bc8290fbe553b592101d3829c66337b","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","La búsqueda y selección de pacientes existentes filtran calendario y tabla sin crear ni modificar turnos. ADMIN y DOCTOR son cubiertos de forma directa; INVENTORY recibe denegación directa. Selenium fuente es específico y PENDING_RUNTIME por falta de Python. Navegación/vistas y acciones observadas no se atribuyen a F01."
"CH11-F02","CH11","Navegación y vistas de calendario","Controles anterior/hoy/siguiente y vistas Mes, Semana, Lista por semana y Lista por día; aparecen acciones Eliminar visitas y Crear.","VISIBLE","P1","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0010_00h31m50s200ms_abrupt_change.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0010_00h31m50s200ms_DETAIL.jpg","CH11-Q002|CH11-Q003|CH11-Q004|CH11-Q006|CH11-Q008","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","","AGENDA-CALENDAR-PREV|AGENDA-CALENDAR-TODAY|AGENDA-CALENDAR-NEXT|AGENDA-CALENDAR-VIEW-MONTH|AGENDA-CALENDAR-VIEW-WEEK|AGENDA-CALENDAR-VIEW-LIST-WEEK|AGENDA-CALENDAR-VIEW-LIST-DAY|AGENDA-VISITS-DELETE","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch11-calendar-navigation-views","SEL-CH11-CALENDAR-NAVIGATION-VIEWS","","","CH11-Q002|CH11-Q003|CH11-Q004|CH11-Q006|CH11-Q008|CR-010","Eliminar visitas y cualquier mutación de visita, recurso o liquidación permanecen deshabilitados hasta contar con definiciones y autorizaciones aprobadas.","772286245bc8290fbe553b592101d3829c66337b","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Anterior/hoy/siguiente y Mes, Semana, Lista por semana y Lista por día son proyecciones read-only de turnos sintéticos existentes. Playwright comprueba cada cambio de periodo/vista y la ausencia de mutación tras recargar; Eliminar visitas permanece deshabilitado con explicación accesible. Selenium fuente es específico y PENDING_RUNTIME por falta de Python. No se implementan eliminación, clasificación, disponibilidad, liquidación ni Puntual."
"CH11-F03","CH11","Formulario de creación de visita","Paciente, DUI, empresa, inicio/fin, frecuencia/cantidad, clasificación, tipo y descuento; botones Cerrar y Guardar.","VISIBLE","P1","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0022_00h32m03s600ms_abrupt_change.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0022_00h32m03s600ms_DETAIL.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0023_00h32m08s400ms_motion_progress.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0023_00h32m08s400ms_DETAIL.jpg","CH11-Q001|CH11-Q003|CH11-Q006|CH11-Q008","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","AGENDA-SHIFT-DIALOG","AGENDA-SHIFT-CREATE|AGENDA-SHIFT-PATIENT-SELECT|AGENDA-SHIFT-SAVE|AGENDA-SHIFT-CLOSE","PARTIAL","VERIFIED","VERIFIED","VERIFIED","VERIFIED","","playwright:ch11-agenda-patient-context|playwright:ch11-agenda-patient-context-save","SEL-CH11-AGENDA-PATIENT-CONTEXT|SEL-CH11-AGENDA-PATIENT-CONTEXT-SAVE","","CLIENT_DEFINITION","CH11-Q001|CH11-Q003|CH11-Q006|CH11-Q008|CR-010","El video no define frecuencia/cantidad, clasificación, tipo, descuento, disponibilidad, autorizaciones ni la entidad o ciclo de vida de una visita.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","El diálogo autorizado Crear turno a paciente muestra únicamente el paciente seleccionado y sus datos factuales de documento y empresa como lectura sola. Cerrar no crea turnos, visitas ni auditoría; Guardar persiste y recarga sólo el turno sintético B3 con su vínculo factual de paciente. Frecuencia/cantidad, clasificación, tipo, descuento, disponibilidad y toda semántica de visita quedan bloqueados."
"CH11-F04","CH11","Clasificación puntual o turno","El formulario expone las opciones Puntual y Turno para clasificar la visita.","VISIBLE","P1","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0026_00h32m28s600ms_settled.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0026_00h32m28s600ms_DETAIL.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0027_00h32m29s200ms_stable_change.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0027_00h32m29s200ms_DETAIL.jpg","","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","AGENDA-SHIFT-OBSERVED-LABELS","AGENDA-SHIFT-CLASSIFICATION-OBSERVED","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch11-observed-classification-type-labels","SEL-CH11-OBSERVED-CLASSIFICATION-TYPE-LABELS","","CLIENT_DEFINITION","CR-010|CH11-Q001|CH11-Q003|CH11-Q006|CH11-Q008","CH11-E0026/E0027 sólo muestran las etiquetas Puntual y Turno; no definen entidad, duración, frecuencia, autorización, transición, descuento, disponibilidad, tarifa ni persistencia de una visita.","c371d47f43096b76b26d2eadc5dbfa48924322a6","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","El formulario autorizado muestra Puntual y Turno como texto factual no seleccionable. Playwright confirma ambas etiquetas y recarga sin cambios en turnos ni auditoría. No se habilita Puntual ni se certifica clasificación o semántica clínica."
"CH11-F05","CH11","Catálogo de tipos de visita","Lista visible de servicios de enfermería, supervisión, medicina, terapias, nutrición, cuidador, psicología, trabajo social, visita espiritual, laboratorio y otras especialidades.","VISIBLE","P1","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0040_00h32m44s200ms_stable_change.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/detail_crops/CH11-E0040_00h32m44s200ms_DETAIL.jpg","","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","AGENDA-SHIFT-OBSERVED-LABELS","AGENDA-SHIFT-TYPE-OBSERVED-CATALOG","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch11-observed-classification-type-labels","SEL-CH11-OBSERVED-CLASSIFICATION-TYPE-LABELS","","CLIENT_DEFINITION","CH11-Q001|CH11-Q003|CH11-Q006|CH11-Q008","CH11-E0040 sólo permite certificar seis etiquetas visibles como catálogo factual; no define el catálogo completo, selección autorizada, servicio, atención, disponibilidad, tarifas, descuentos ni persistencia.","c371d47f43096b76b26d2eadc5dbfa48924322a6","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","El formulario autorizado permite expandir una lista no seleccionable de las seis etiquetas visibles: Cuidado de enfermería, Visita Respiratoria General, Cuidados Técnicos de Enfermería, Laboratorio Especial, Visita de Geriatría y Laboratorio Tercerizado. Playwright confirma la lista y que cerrar/recargar no muta turnos ni auditoría."
"CH11-F06","CH11","Detalle de visita finalizada","Modal de visita con pestañas Agenda y Actualizaciones, datos del paciente/agenda, recurso asignado, observaciones y estado finalizado.","VISIBLE","P1","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0050_00h32m51s800ms_abrupt_change.jpg","CH11-Q002|CH11-Q004|CH11-Q006|CH11-Q008","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","AGENDA-SHIFT-DETAIL-DIALOG","AGENDA-SHIFT-DETAIL-OPEN|AGENDA-SHIFT-DETAIL-UPDATES|AGENDA-SHIFT-DETAIL-CLOSE","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch11-synthetic-shift-detail","SEL-CH11-SYNTHETIC-SHIFT-DETAIL","","CLIENT_DEFINITION","CH11-Q002|CH11-Q004|CH11-Q006|CH11-Q008|CR-010","La evidencia no define estados/transiciones de visita finalizada, actualizaciones, eliminación, roles del detalle, disponibilidad o liquidación. Se conserva sólo una vista de agenda factual y de lectura sola para turnos sintéticos existentes.","c371d47f43096b76b26d2eadc5dbfa48924322a6","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH11-E0050 respalda una vista factual Agenda de inicio/fin, paciente y recurso para un turno sintético ya persistido. Playwright verifica apertura/cierre por DOCTOR sin mutar turnos ni auditoría, e INVENTORY no recibe acceso de ruta. Actualizaciones permanece visible y deshabilitada por CH11-Q002/Q006. No se certifican estado finalizado, observaciones clínicas, eliminación, pagos, disponibilidad ni otra semántica de visita."
"CH11-F07","CH11","Tipo de atención en liquidación","Opciones primera visita, seguimiento y última visita dentro del detalle; se muestra una tarifa asociada al servicio.","VISIBLE","P1","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0060_00h33m10s600ms_abrupt_change.jpg","","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH11-Q002|CH11-Q003","La superficie es visible para paridad, sin simular efectos clínicos o financieros.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH11-F08","CH11","Ajustes al pago de servicio profesional","Tabla y controles para motivo, monto y comentario de descuento/pago del servicio; Guardar y Cerrar.","VISIBLE","P1","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0055_00h33m00s600ms_abrupt_change.jpg|references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0060_00h33m10s600ms_abrupt_change.jpg","","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH11-Q003","Motivo, monto y comentario se muestran sin producir una operación financiera falsa.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH11-F09","CH11","Reglas de liquidación y permisos","La visita muestra controles de tarifa, descuento, edición de pago, guardar y cerrar, pero no prueba qué roles pueden usarlos ni las reglas contables de la liquidación.","UNCERTAIN","P2","references/video-audit/chapters/CH11_agenda_y_turnos/event_frames/CH11-E0055_00h33m00s600ms_abrupt_change.jpg","","ROUTE-AGENDA","/agenda","apps/web/src/app/(workspace)/agenda/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH11-Q003|CH11-Q006|CH11-Q008","La asignación básica es remota-first, idempotente y auditada; la política de negocio permanece explícitamente abierta.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH12-F01","CH12","Resumen de cuentas por pagar","Pestañas Resumen y Pagos; en Resumen aparecen Facturas y Reclamos, tabla, búsqueda y acciones Generar planilla, Restricciones, Descargar y Limpiar Tabla.","VISIBLE","P1","references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0004_00h33m30s600ms_abrupt_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0004_00h33m30s600ms_DETAIL.jpg","CH12-Q011","ROUTE-NURSING-RESOURCES","/clinical/nursing","apps/web/src/app/(workspace)/clinical/nursing/page.tsx","PAYABLES-SUMMARY-SURFACE","PAYABLES-SUMMARY-TAB|PAYABLES-SERVICE-PAYMENTS-TAB|PAYABLES-STATEMENT-GENERATE|PAYABLES-RESTRICTIONS|PAYABLES-DOWNLOAD|PAYABLES-CLEAR-TABLE|PAYABLES-INVOICE-SEARCH","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch12-payables-summary|playwright:ch12-payables-permissions","SEL-CH12-PAYABLES-SUMMARY|SEL-CH12-PAYABLES-PERMISSIONS","","CLIENT_DEFINITION","CH12-Q001|CH12-Q002|CH12-Q003|CH12-Q007|CH12-Q008|CH12-Q009|CH12-Q010|CH12-Q011","CH12-E0004 evidencia la superficie, no el período, estados, montos, reglas de pago, restricciones, exportación, eliminación, reclamos, autorización ni auditoría necesarios para una operación financiera.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH12-E0004 respalda Resumen, Pagos de Servicio, Facturas, Reclamos, búsqueda y las cuatro acciones visibles. React implementa sólo el resumen factual vacío y búsqueda local sin datos financieros sintéticos; Pagos de Servicio y toda acción financiera siguen visibles, deshabilitados y explicados. Playwright verifica ADMIN, FINANCE, denegación directa de INVENTORY y recarga sin auditoría. Selenium fuente es específica y PENDING_RUNTIME por falta de Python."
"CH12-F02","CH12","Listado de pagos de servicios","Registros con selección, búsqueda, paginación y columnas Recurso, Fecha Visita, Paciente, Monto, Estatus y Est. Visita; se ven Pendiente de pago y Finalizada.","VISIBLE","P1","references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0016_00h34m17s000ms_abrupt_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0016_00h34m17s000ms_DETAIL.jpg","CH12-Q001|CH12-Q002|CH12-Q003","ROUTE-NURSING-RESOURCES","/clinical/nursing","apps/web/src/app/(workspace)/clinical/nursing/page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH12-Q001|CH12-Q002|CH12-Q003","La evidencia no define el origen autorizado de visitas, recursos, estados ni montos de los pagos de servicio; el listado no se inventa a partir de datos clínicos o financieros sintéticos.","c371d47f43096b76b26d2eadc5dbfa48924322a6","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","La pestaña observada permanece visible y deshabilitada en CH12-F01. No se certifica listado, búsqueda, selección, paginación, estado ni correlación financiera."
"CH12-F03","CH12","Acciones de pagos y reportes","Acciones visibles Editar Grupo, Reporte Por Recurso y un segundo reporte cuyo rótulo queda parcialmente oculto.","VISIBLE","P2","references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0016_00h34m17s000ms_abrupt_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0016_00h34m17s000ms_DETAIL.jpg","CH12-Q001|CH12-Q002|CH12-Q003","ROUTE-NURSING-RESOURCES","/clinical/nursing","apps/web/src/app/(workspace)/clinical/nursing/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH12-Q001|CH12-Q002|CH12-Q003","El control oculto no se nombra como hecho; se presenta como pendiente de confirmar.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH12-F04","CH12","Filtro de pagos","Filtro por rango de fechas, recurso y estado con acciones Cerrar, Limpiar y Aplicar.","VISIBLE","P2","references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0010_00h34m02s200ms_settled.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0010_00h34m02s200ms_DETAIL.jpg","","ROUTE-NURSING-RESOURCES","/clinical/nursing","apps/web/src/app/(workspace)/clinical/nursing/page.tsx","","","BLOCKED_CLIENT","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH12-Q001|CH12-Q002|CH12-Q003","No existe un listado de pagos autorizado sobre el que aplicar rango, recurso o estado; habilitar filtros aparentes derivaría estados y criterios financieros no aprobados.","c371d47f43096b76b26d2eadc5dbfa48924322a6","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se implementan filtros financieros sin fuente de pagos, semántica de estado, roles y alcance aprobados."
"CH12-F05","CH12","Edición de pago de servicio profesional","Modal con fecha, hospitalización, recurso, paciente, tarifa, monto, estatus, comentarios y tabla de conceptos con Agregar.","VISIBLE","P1","references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0022_00h34m42s800ms_stable_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0022_00h34m42s800ms_DETAIL.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0024_00h34m44s600ms_stable_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0024_00h34m44s600ms_DETAIL.jpg","CH12-Q004|CH12-Q007","ROUTE-NURSING-RESOURCES","/clinical/nursing","apps/web/src/app/(workspace)/clinical/nursing/page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH12-F06","CH12","Conceptos de adición o descuento","Agregar concepto permite tipo Añadidura o Descuento, motivo requerido, monto y comentario.","VISIBLE","P1","references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0025_00h34m47s600ms_abrupt_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0027_00h34m49s800ms_motion_progress.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0027_00h34m49s800ms_DETAIL.jpg","CH12-Q006","ROUTE-NURSING-RESOURCES","/clinical/nursing","apps/web/src/app/(workspace)/clinical/nursing/page.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH12-F07","CH12","Catálogo visible de motivos","Se observan motivos de añadidura como Tiempo extra, Excelencia, Mal agendado, Paciente especial y Transporte, y diversos motivos de descuento por retraso, inasistencia, cambio de turno, cierre tardío, transporte y cumplimiento.","VISIBLE","P2","references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0029_00h34m55s800ms_motion_progress.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0029_00h34m55s800ms_DETAIL.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0034_00h35m02s000ms_abrupt_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0034_00h35m02s000ms_DETAIL.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0040_00h35m07s600ms_stable_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0040_00h35m07s600ms_DETAIL.jpg","CH12-Q005","ROUTE-NURSING-RESOURCES","/clinical/nursing","apps/web/src/app/(workspace)/clinical/nursing/page.tsx","","","BLOCKED_CLIENT","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH12-Q005|CH12-Q006|CH12-Q007","Los rótulos de adición o descuento no autorizan un catálogo operativo ni definen efecto monetario, auditoría, aprobación o reversión.","c371d47f43096b76b26d2eadc5dbfa48924322a6","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se reproduce un catálogo de motivos ni se atribuye una regla financiera hasta contar con definición cliente aprobada."
"CH12-F08","CH12","Reglas financieras de montos y aprobación","Los montos y estados son datos observados; el capítulo no demuestra fórmulas, tratamiento contable/fiscal, permisos de aprobación ni inmutabilidad posterior a planilla.","UNCERTAIN","P0","references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/event_frames/CH12-E0022_00h34m42s800ms_stable_change.jpg|references/video-audit/chapters/CH12_cuentas_por_pagar_y_pagos_de_servicios/detail_crops/CH12-E0022_00h34m42s800ms_DETAIL.jpg","CH12-Q004|CH12-Q007","ROUTE-NURSING-RESOURCES","/clinical/nursing","apps/web/src/app/(workspace)/clinical/nursing/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH12-Q004|CH12-Q007","El P0 se contiene cerrando escrituras directas, RLS de ítems, doble inclusión y éxitos local-first.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH13-F01","CH13","Listado de compras","Tabla con Acciones, Tipo, Número, Proveedor, Total, # Factura, Fecha, Estado y Registro PT; búsqueda, paginación y exportación Excel.","VISIBLE","P1","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0004_00h36m46s400ms_abrupt_change.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0004_00h36m46s400ms_DETAIL.jpg","CH13-Q001|CH13-Q009","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","PURCHASE-FACTUAL-LIST","PURCHASE-LIST-SEARCH|PURCHASE-LIST-EXPORT","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch13-factual-purchase-list","SEL-CH13-PURCHASE-LIST","","CLIENT_DEFINITION","CH13-Q001|CH13-Q009|CH13-Q012","La evidencia no autoriza proveedor, factura, total, recepción, estado, Registro PT ni exportación como datos o reglas productivas.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH13-E0004 respalda sólo la estructura factual de Listado, columnas, búsqueda y exportación visible. React no fabrica filas financieras; Excel queda deshabilitado y la búsqueda local no muta auditoría."
"CH13-F02","CH13","Estados visibles de compra","Se observan Compra Recibida y Pendiente, además de Registro PT Sin Registro o Pendiente.","VISIBLE","P0","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0004_00h36m46s400ms_abrupt_change.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0004_00h36m46s400ms_DETAIL.jpg","CH13-Q001|CH13-Q009","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH13-Q001|CH13-Q009","Los rótulos visibles se conservan, pero ninguna transición se infiere.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH13-F03","CH13","Elección de modalidad de compra","Nuevo permite escoger Orden de compra o Caja menuda.","VISIBLE","P1","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0006_00h36m50s400ms_abrupt_change.jpg|references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0035_00h37m37s800ms_abrupt_change.jpg","CH13-Q008","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","BLOCKED_CLIENT","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH13-Q008","La modalidad requiere reglas aprobadas de factura, unicidad, numeración y concurrencia.","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se certifica selector de modalidad sin reglas de factura, unicidad y concurrencia aprobadas."
"CH13-F04","CH13","Formulario de orden de compra","Fecha, número de factura, observaciones, ítem, proveedor, presentación, costo y cantidad; permite agregar presentación/ítem y guardar.","VISIBLE","P1","references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0007_00h36m54s400ms_abrupt_change.jpg","","ROUTE-PURCHASES","/purchases","apps/web/src/app/(workspace)/purchases/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
